,name
7280,Arcturus (Rigellian) (Earth-616)
7281,Arthur Reynolds (Earth-616)
7282,Bashenga (Earth-616)
7283,Boulder (Outcasts) (Earth-616)
7284,Charles P. Irwin (Earth-616)
7285,Franz Schneider (Earth-616)
7286,Gasshga (Earth-616)
7287,James Wyatt (Earth-616)
7288,Khadar (Earth-616)
7289,Mathal (Earth-616)
7290,Ollerus (Earth-616)
7291,Steven Danvers (Earth-616)
7292,Thunder (Deviant) (Earth-616)
7293,Val Adair (Earth-616)
7294,Alexei Vazhin (Robot) (Earth-616)
7295,Annie Wong (Earth-616)
7296,Barth Bukowski (Earth-616)
7297,Captain Hama (Earth-616)
7298,Chaos (Eternal) (Earth-616)
7299,Dionysus (Eternal) (Earth-616)
7300,Eye Killers (Earth-616)
7301,Ginny Snow (Earth-616)
7302,Hand of Five (Earth-616)
7303,Paris (Earth-616)
7304,Randy Vale (Earth-616)
7305,Skrull-X (Earth-616)
7306,Susquatch (Earth-616)
7307,Uranus Bliss (Earth-616)
7308,Waxman (Earth-616)
7309,Xhoohx (Earth-616)
7310,Aaron Soames (Earth-616)
7311,Ammon Ra (Earth-616)
7312,Centauron (Earth-616)
7313,Computrex (Earth-616)
7314,Doctor Daedalus (Earth-616)
7315,Earl Cowan (Earth-616)
7316,Harek Korgon (Earth-616)
7317,John Ehrmann (Earth-616)
7318,Leoninus (Earth-616)
7319,Marcus Immortus (Earth-616)
7320,Mary Shamara (Earth-616)
7321,Paul Bailey (Earth-616)
7322,Phyllis Shamara (Earth-616)
7323,Ray-na (Earth-616)
7324,Siren (Changelings) (Earth-616)
7325,Timothy Braverman (Earth-616)
7326,Willard Harrison (Earth-616)
7327,Yahweh (Earth-616)
7328,Aquon (Microverse) (Earth-616)
7329,Astron (Earth-616)
7330,Berserker (Primitive) (Earth-616)
7331,Elaine Banner (Earth-616)
7332,Ira Gross (Earth-616)
7333,Mia Carrera (Earth-616)
7334,Mud-Thing (Earth-616)
7335,Nadar (Earth-616)
7336,Ozzie Palmer (Earth-616)
7337,Ral Dorn (Earth-616)
7338,Ramon Hernandez (Doctor) (Earth-616)
7339,Red Fowler (Earth-616)
7340,Shastra (Earth-616)
7341,Stygorr (Earth-616)
7342,Ursula Richards (Earth-616)
7343,William McLaughlin (Earth-616)
7344,William Scott (Earth-616)
7345,Xi Shan-Hao (Earth-616)
7346,Alcmena (Earth-616)
7347,Atra (Earth-616)
7348,Blackthorn (Earth-616)
7349,Borna (Menagerie of Rimthursar) (Earth-616)
7350,Bres (Earth-616)
7351,Cethlann (Earth-616)
7352,Elathan (Earth-616)
7353,Fairgold (Earth-616)
7354,Fletcher Heggs (Earth-616)
7355,Ghost Maker (Earth-616)
7356,Grult (Earth-616)
7357,Indech (Earth-616)
7358,Indra (Deity) (Earth-616)
7359,Justin Alphonse Gamble (Earth-616)
7360,Kip Holm (Earth-616)
7361,Kyrie (Earth-616)
7362,Mehemet Faoul (Earth-616)
7363,Mele (Earth-616)
7364,Meru (Earth-616)
7365,Perseus (Greek Legend) (Earth-616)
7366,Rimthursar (Earth-616)
7367,S.U.L.T.A.N. (Earth-616)
7368,Sandy (Earth-616)
7369,Shaft (Chaste) (Earth-616)
7370,Slithgarn (Earth-616)
7371,Webwing (Earth-616)
7372,Yama (Devas) (Earth-616)
7373,Alhambra (Earth-616)
7374,Andy (Angel) (Earth-616)
7375,Baron von Blimp (Earth-616)
7376,Brokk (Dwarf) (Earth-616)
7377,Drake Previn (Earth-616)
7378,Elsie Grimm (Earth-616)
7379,Ethan Domblue (Earth-616)
7380,George Hill (Earth-616)
7381,Gregori Larionov (Earth-616)
7382,Gregory Bestman (Earth-616)
7383,Jason Stryker (Earth-616)
7384,Jorge Latham (Earth-616)
7385,Locksmith (Earth-616)
7386,Lucas Jackson (Earth-616)
7387,Marcus Gallio (Earth-616)
7388,Polowski (Earth-616)
7389,Richard Easton (Earth-616)
7390,Svetlana Porfiry (Earth-616)
7391,Taranith Gestal (Earth-616)
7392,Thomas Smallwood (Earth-616)
7393,Aerivar XVIII (Earth-616)
7394,Alden Maas (Earth-616)
7395,Anzhela Federova (Earth-616)
7396,Eric Beale (Earth-616)
7397,Heiji Shigematsu (Earth-616)
7398,Jason Praed (Earth-616)
7399,Neil Donaldson (Earth-616)
7400,Nicholas Damiano (Earth-616)
7401,Oscar Gordon (Earth-616)
7402,Peter Brand (Earth-616)
7403,Proteus (Atlantean Shapeshifter) (Earth-616)
7404,Snake-Eyes (Earth-616)
7405,Stanley George Johnson (Earth-616)
7406,Tim Harrison (Earth-616)
7407,Varga (Earth-616)
7408,Allison McCourt (Earth-616)
7409,Don Remming (Earth-616)
7410,Elspeth Cromwell (Earth-616)
7411,Holly-Ann Ember (Earth-616)
7412,Hungry (Earth-616)
7413,John Rival (Earth-616)
7414,Kali (Oblivion) (Earth-616)
7415,Kehl (Earth-616)
7416,Le Loup (Earth-616)
7417,Lightningbolt (Earth-616)
7418,Lorne Lincoln (Earth-616)
7419,Major Sauleda (Earth-616)
7420,Nostume (Earth-616)
7421,Peeping Tom (Earth-616)
7422,Quinn Pullman (Earth-616)
7423,Silence (New Wave) (Earth-616)
7424,Spasm (Earth-616)
7425,Straight Arrow (Alfie) (Earth-616)
7426,Wifferdill (Earth-616)
7427,Ann Fraley (Earth-616)
7428,Blow-Hard (Earth-616)
7429,Charlie Siciliano (Earth-616)
7430,Cybelle (Earth-616)
7431,Gertha (Earth-616)
7432,Glow Worm (Earth-616)
7433,Gullywhump (Earth-616)
7434,Joseph Calhoun (Earth-616)
7435,Judith Rassendyll (Earth-616)
7436,King Glugwort (Earth-616)
7437,Kossi (Earth-616)
7438,Luke Jacobson (Earth-616)
7439,Paulo (Earth-616)
7440,Ratso (Earth-616)
7441,Rattusk (Earth-616)
7442,Ray Carter (Earth-616)
7443,Southside (Earth-616)
7444,Tina Sapristi (Earth-616)
7445,Unn (Earth-616)
7446,Adria Walker (Earth-616)
7447,"Ariel (Coconut Grove, Male) (Earth-616)"
7448,Freja (Earth-616)
7449,Gil Jeffers (Earth-616)
7450,Gila (Earth-616)
7451,Horde (Earth-616)
7452,Kirk Donaghue (Earth-616)
7453,Maeve Rourke (Earth-616)
7454,Maya (Inhumans) (Earth-616)
7455,Nameless One (Voodoo Lord) (Earth-616)
7456,Sandy Vincent (Earth-616)
7457,Unipar (Earth-616)
7458,Xuthl (Earth-616)
7459,Adam Plunder (Earth-616)
7460,Alan Quartermain (Earth-616)
7461,Alfred Coppersmith (Earth-616)
7462,Blind Justice (Earth-616)
7463,Blindside (Brood) (Earth-616)
7464,Dempsey (Earth-616)
7465,Dive-Bomber (Earth-616)
7466,Doctor Stack (Earth-616)
7467,Dwaine Hess (Earth-616)
7468,Eileen Snakard (Earth-616)
7469,Fruitbagel (Earth-616)
7470,Hamilton (Earth-616)
7471,Harry Palmer (Earth-616)
7472,Hector Montoya (Earth-616)
7473,Junipur (Earth-616)
7474,Katos (Earth-616)
7475,Lamar Plotnick (Earth-616)
7476,Lockup (Earth-616)
7477,Madame Joy (Earth-616)
7478,McDonald (Project Glamor) (Earth-616)
7479,Mist Mistress (Earth-616)
7480,Myla (Pangorian) (Earth-616)
7481,Pegas (Earth-616)
7482,Robert Delgado (Earth-616)
7483,Temptress (Brood Mutants) (Earth-616)
7484,Whiphand (Earth-616)
7485,Bermuda Schwartz (Earth-616)
7486,Brute Benhurst (Earth-616)
7487,Charles Edison (Earth-616)
7488,Cloot (Earth-616)
7489,Doctor Snodgrass (Earth-616)
7490,Doeke Riebeeck (Earth-616)
7491,Donna Strange (Earth-616)
7492,Edward Cross (Earth-616)
7493,Eel (Surf) (Earth-616)
7494,Enilwen (Earth-616)
7495,Harry Malone (Earth-616)
7496,Herb Hollister (Earth-616)
7497,Jeremy Wilson (Earth-616)
7498,Johann (Baran) (Earth-616)
7499,Kishi Oramosha (Earth-616)
7500,Lemuel McPhee (Earth-616)
7501,Li Fong (Earth-616)
7502,Marked Man (Earth-616)
7503,Number Six (Nina) (Earth-616)
7504,Orack (Earth-616)
7505,Ryest (Earth-616)
7506,Sharkskin (Earth-616)
7507,Stoop Richards (Earth-616)
7508,Ulagg (Earth-616)
7509,Vinnie Evans (Earth-616)
7510,Arnie Gunderson (Earth-616)
7511,Ben Jacobs (Earth-616)
7512,Bouncer (Morlock) (Earth-616)
7513,Brute (Morlock) (Earth-616)
7514,Buluku (Earth-616)
7515,Catherwood (Earth-616)
7516,Coral (Ravens) (Earth-616)
7517,Crippler (Earth-616)
7518,Deilla (Earth-616)
7519,Fiona McCormick (Earth-616)
7520,Florence Sharples (Earth-616)
7521,Goro (Yakuza) (Earth-616)
7522,Jim Dworman (Earth-616)
7523,Lepard II (Earth-616)
7524,Lucy Keough (Earth-616)
7525,Malcolm Knight (Earth-616)
7526,Mei Lin (Earth-616)
7527,Mole (Morlock) (Earth-616)
7528,Nahita (Earth-616)
7529,Nicholas Collins (Earth-616)
7530,Ogun (Loa) (Earth-616)
7531,Pete Zamora (Earth-616)
7532,Phoebe Huntsman (Earth-616)
7533,Solomon Prey (Earth-616)
7534,Thomas Fogg (Earth-616)
7535,Tri-Sentinel (Earth-616)
7536,William Hansen (Earth-616)
7537,Zeaklar Belgewater (Earth-616)
7538,Aan Taanu (Earth-616)
7539,Ael-Dan (Earth-616)
7540,Akulia (Earth-616)
7541,Aminedi (Earth-616)
7542,Andrew Bazin (Earth-616)
7543,Anomaly (Cosmic Being) (Earth-616)
7544,Ariann Wright (Earth-616)
7545,Blitzkrieg (Nazi) (Earth-616)
7546,Carlton Stricklan (Earth-616)
7547,Caspar Wright (Earth-616)
7548,Christopher Summers (War Skrull) (Earth-616)
7549,Cynthia Chalmers (Earth-616)
7550,Dagny Forrester (Earth-616)
7551,Dar-Benn (Earth-616)
7552,Deimos (Earth-616)
7553,Glakandar (Earth-616)
7554,Hepzibah (War Skrull) (Earth-616)
7555,Kalamari (Earth-616)
7556,Kenjiro Sasaki (Earth-616)
7557,Manacle (Deathbird) (Earth-616)
7558,Max Meer (Earth-616)
7559,Michi Sasaki (Earth-616)
7560,Nance Winters (Earth-616)
7561,Powerhouse (Mutant) (Earth-616)
7562,Raza Longknife (War Skrull) (Earth-616)
7563,Saurespritze (Earth-616)
7564,Sirocco (Earth-616)
7565,Skrull Prime (Earth-616)
7566,Star (Chaste) (Earth-616)
7567,Sturdevant Robbins (Earth-616)
7568,Terraxia (Earth-616)
7569,Veil (Desert Sword) (Earth-616)
7570,Anna (Earth-616)
7571,Anthropomorpho (Earth-616)
7572,Assassin (Brood) (Earth-616)
7573,Big (Earth-616)
7574,Chance Walker (Earth-616)
7575,Cuffs (Earth-616)
7576,Curtis Vogel (Earth-616)
7577,Damon Mathias (Earth-616)
7578,Dangor (Earth-616)
7579,Delbert (Tantrum) (Earth-616)
7580,Devon Ballantine (Earth-616)
7581,Doc (Lilin) (Earth-616)
7582,Eli McIntyre (Earth-616)
7583,Esther Lucas (Earth-616)
7584,Fionna Wyman (Earth-616)
7585,Flamb\u00e9 (Earth-616)
7586,Gai No Don (Earth-616)
7587,Garbha-Hsien (Earth-616)
7588,General Standish (Earth-616)
7589,Glom (Earth-616)
7590,Gregory Stevens (Earth-616)
7591,Jarno Sprague (Earth-616)
7592,Jordan Hamlin (Earth-616)
7593,Landa (Earth-616)
7594,Leopold Brun (Earth-616)
7595,Maggie Lorca (Earth-616)
7596,Nauda (Earth-616)
7597,Nepthys (Earth-616)
7598,Nicodemus (Mutant) (Earth-616)
7599,Nightstick (Earth-616)
7600,Phaedra (Marvel UK) (Earth-616)
7601,Piotr Rasputin (Doppelganger) (Earth-616)
7602,Primate (Void) (Earth-616)
7603,Pulse (Death Squad) (Earth-616)
7604,Roadkill (Earth-616)
7605,Scott Summers (Doppelganger) (Earth-616)
7606,Sha-Har-A-Zath (Earth-616)
7607,Silence (Assassin) (Earth-616)
7608,Stiletto (Assassin) (Earth-616)
7609,Sumner Beckwith (Earth-616)
7610,Taylor (Earth-616)
7611,Tremolo (Earth-616)
7612,Tyndar (Earth-616)
7613,Vague (Earth-616)
7614,Violet Pinkerton (Earth-616)
7615,Vision (Doppelganger) (Earth-616)
7616,Wayne Gifford (Earth-616)
7617,Wild One (Earth-616)
7618,Wiretap (Earth-616)
7619,Aberdeen Angus (Earth-616)
7620,Allo (Earth-616)
7621,Andrew Black (Earth-616)
7622,Andrew Prentiss (Earth-616)
7623,Anky (Earth-616)
7624,Arex (Earth-616)
7625,Ariel Tremmore (Earth-616)
7626,Atrocity (Earth-616)
7627,Bloodstain (Earth-616)
7628,Braxus (Earth-616)
7629,Bront (Earth-616)
7630,Cabbage (Earth-616)
7631,Carl Blake (Earth-616)
7632,Daniel Davis (Earth-616)
7633,Daniel Jones (Earth-616)
7634,Dementia (Tia) (Earth-616)
7635,Eric Kleinstock (Earth-616)
7636,Eris (Earth-616)
7637,Estelle Hawkins (Earth-616)
7638,Gale Patric (Earth-616)
7639,"Gary Wilton, Jr. (Earth-616)"
7640,Genkotsu (Earth-616)
7641,Harriet Homerstone (Earth-616)
7642,Jason Maldonado (Earth-616)
7643,Jean DeZoan (Earth-616)
7644,Johann Bessler (Earth-616)
7645,Katherine Ainsley-Jones (Earth-616)
7646,Ksa (Earth-616)
7647,Lachlan Carroll (Earth-616)
7648,Lisabeth Borden (Earth-616)
7649,Malekyth (Earth-616)
7650,Manitou (Earth-616)
7651,Martin Strong (Earth-616)
7652,Michelle Balters (Earth-616)
7653,Mona St. Croix (Earth-616)
7654,Oak (Earth-616)
7655,Oriole (Earth-616)
7656,Osamu Moroboshi (Earth-616)
7657,Paranoia (Demon) (Earth-616)
7658,Peanut (Warpies) (Earth-616)
7659,Perseus (Earth-616)
7660,Pter (Earth-616)
7661,Pumice (Earth-616)
7662,Ranter (Earth-616)
7663,Regent (Earth-616)
7664,Reginald Tork (Earth-616)
7665,Sapphire (Earth-616)
7666,Sasha Ryan (Earth-616)
7667,Seeker II (Inhuman) (Earth-616)
7668,Sig-Rass (Earth-616)
7669,Soul Skinner (Earth-616)
7670,Sponge (Earth-616)
7671,Static (Warpies) (Earth-616)
7672,Styro (Earth-616)
7673,Syphon (Warpies) (Earth-616)
7674,Syth (Earth-616)
7675,Tanager (Earth-616)
7676,Tania (Earth-616)
7677,Valtorr (Earth-616)
7678,Victoria Creed (Earth-616)
7679,Weasel (Warpies) (Earth-616)
7680,Willie Tamm (Earth-616)
7681,Xena (Earth-616)
7682,88 (Earth-616)
7683,Abysss (Earth-616)
7684,Albert Wanton (Earth-616)
7685,Archer Bryce (Earth-616)
7686,Aron Nora (Earth-616)
7687,Ava Peloso (Earth-616)
7688,Barbara Gruber (Earth-616)
7689,Barton Ford (Earth-616)
7690,Benita Sanchez (Earth-616)
7691,Blowfly (Earth-616)
7692,Bogart Jeffries (Earth-616)
7693,Brassknuckles (Earth-616)
7694,Bristle (Earth-616)
7695,Caitlin Maddox (Earth-616)
7696,Daniel Peyer (Earth-616)
7697,David Anthony Rice (Earth-616)
7698,David Christopher Bank (Earth-616)
7699,Dean Swayvrick (Earth-616)
7700,Efrain Normas (Earth-616)
7701,Florence Destine (Earth-616)
7702,Hyrm (Earth-616)
7703,Janet Galloway (Earth-616)
7704,Javelynn (Earth-616)
7705,Jeannette Voleroux (Earth-616)
7706,Jose Hidalgo (Earth-616)
7707,Kalum Lo (Earth-616)
7708,Karima (Earth-616)
7709,KhL\u0398G (Earth-616)
7710,Latisha Arnold (Earth-616)
7711,Macauley Sharpe (Earth-616)
7712,Mack Mendelson (Earth-616)
7713,Marta DuBois (Earth-616)
7714,Matthew Beacher (Earth-616)
7715,Nabisco Niceiza (Earth-616)
7716,Nuwa (Earth-616)
7717,Patriarch (Hyboria) (Earth-616)
7718,Paul Conklin (Earth-616)
7719,Pelops (Earth-616)
7720,Ross Jonas (Earth-616)
7721,Rosten (Earth-616)
7722,Schizo (Earth-616)
7723,Shinar (Earth-616)
7724,Shrill (Earth-616)
7725,Thomas Fink (Earth-616)
7726,Tommie Boyd (Earth-616)
7727,Toxin (Underground Legion) (Earth-616)
7728,Trenton Sanders (Earth-616)
7729,Vlad Dracula (Bloodstorm One) (Earth-616)
7730,Volkvhy (Earth-616)
7731,William Amos (Earth-616)
7732,Zalkor (Earth-616)
7733,Broker (Earth-616)
7734,Comus (Earth-616)
7735,Conrad Eisenstadt (Earth-616)
7736,Daniel Brantson (Earth-616)
7737,DuPrey (Earth-616)
7738,Elias Flynn (Earth-616)
7739,Fred Mercury (Earth-616)
7740,Gavel (Earth-616)
7741,Harkort (Earth-616)
7742,Hokk Algol (Earth-616)
7743,Honcho (Hostiles) (Earth-616)
7744,Kerth (Earth-616)
7745,Kyi (Earth-616)
7746,Laslo Magzel (Earth-616)
7747,Melanie Kraus (Earth-616)
7748,Monica Warren (Earth-616)
7749,Muraitak (Earth-616)
7750,Orlando Briggs (Earth-616)
7751,Pascal Guacana (Earth-616)
7752,Peter Parker (Guardian) (Earth-616)
7753,Rick Barron (Earth-616)
7754,Shockett (Earth-616)
7755,Singer (Earth-616)
7756,Skye (Earth-616)
7757,Slorioth (Earth-616)
7758,Stephanie Briggs (Earth-616)
7759,Threadgold (Earth-616)
7760,Toni Moore (Earth-616)
7761,Warren Curzon (Earth-616)
7762,Wilfred Maxwell (Earth-616)
7763,Willie Walkaway (Earth-616)
7764,Abraham Wilson (Heroes Reborn) (Earth-616)
7765,Adam Fisher (Earth-616)
7766,Afterlife (Earth-616)
7767,Ahmbra (Earth-616)
7768,Akatora (Earth-616)
7769,Bheton (Earth-616)
7770,Dandre (Earth-616)
7771,Daniel Edge (Earth-616)
7772,Dante Kale (Earth-616)
7773,Earl (Earth-616)
7774,Effex (Earth-616)
7775,Giganto (Heroes Reborn) (Earth-616)
7776,Gordon Savinski (Earth-616)
7777,Gracie Gamble (Earth-616)
7778,Greg Herndon (Earth-616)
7779,Harvey Elder (Heroes Reborn) (Earth-616)
7780,Jack Cole (Earth-616)
7781,John Gideon (Earth-616)
7782,John Quartermaster (Earth-616)
7783,Kimora (Earth-616)
7784,Krang (Heroes Reborn) (Earth-616)
7785,Lee Franks (Earth-616)
7786,Loki Laufeyson (LMD) (Earth-616)
7787,Magdelena Kale (Earth-616)
7788,Namor McKenzie (Heroes Reborn) (Earth-616)
7789,Oscar Stamp (Earth-616)
7790,Oswald Boeglin (Earth-616)
7791,Robyn Hanover (Earth-616)
7792,Scarlet Spider (Asian) (Earth-616)
7793,Sharon Carter (Heroes Reborn) (Earth-616)
7794,Shirohana (Earth-616)
7795,Victor Ludwig (Earth-616)
7796,Watts (Earth-616)
7797,Zenna (Earth-616)
7798,Zey-Rogg (Earth-616)
7799,American Samurai (Earth-616)
7800,Andreas Kapelos (Earth-616)
7801,Arthur Parks (Heroes Reborn) (Earth-616)
7802,Beatrice de la Salle (Earth-616)
7803,Beryllium (Element) (Earth-616)
7804,Blerun (Earth-616)
7805,Boris Bullski (Heroes Reborn) (Earth-616)
7806,Brock Rumlow (Heroes Reborn) (Earth-616)
7807,Bruno Horgan (Heroes Reborn) (Earth-616)
7808,Cadmium (Element) (Earth-616)
7809,Cerebrus II (Earth-616)
7810,Chen Lu (Heroes Reborn) (Earth-616)
7811,Chinook (Earth-616)
7812,Cole Chase (Earth-616)
7813,Corrosion (Earth-616)
7814,Deng Ling-Xiao (Earth-616)
7815,Dimitri Fortunov (Earth-616)
7816,Dismember (Earth-616)
7817,Doctor Ogada (Earth-616)
7818,Doombringer (Earth-616)
7819,Dreldan (Earth-616)
7820,Dunleavy (Earth-616)
7821,Edmond Atkinson (Earth-616)
7822,El Uno (Earth-616)
7823,Ferris (Earth-616)
7824,George Tarleton (Heroes Reborn) (Earth-616)
7825,Gummi (Earth-616)
7826,Haus (Earth-616)
7827,Holdsworth (Earth-616)
7828,Iron (Element) (Earth-616)
7829,Jonas Mueller (Earth-616)
7830,Judith Jacobs (Earth-616)
7831,Justine Chase (Earth-616)
7832,Kostya Yesenofsky (Earth-616)
7833,Mandarin (Heroes Reborn) (Earth-616)
7834,Nathan Garrett (Heroes Reborn) (Earth-616)
7835,Pastor Kale (Earth-616)
7836,Rigby Fallon (Earth-616)
7837,Robin Vega (Earth-616)
7838,Sabu (Earth-616)
7839,Scorpio (Ecliptic) (Earth-616)
7840,Sergei Yesenofsky (Earth-616)
7841,Simon Williams (Heroes Reborn) (Earth-616)
7842,Sybil (Earth-616)
7843,Taurus (Ecliptic) (Earth-616)
7844,Vessila (Earth-616)
7845,Vivian Raintree (Earth-616)
7846,Addison Falk (Earth-616)
7847,Argos (Deviant) (Earth-616)
7848,Basil Kilgrew (Earth-616)
7849,Benedicto de Vica Severtes (Earth-616)
7850,Cristal Lemieux (Earth-616)
7851,Daniel Dash (Earth-616)
7852,Dargil (Earth-616)
7853,Dexam (Earth-616)
7854,Exalt (Earth-616)
7855,Gwyneth (Earth-616)
7856,Harpagus (Earth-616)
7857,Hazram Chaliz (Earth-616)
7858,Helliana (Earth-616)
7859,Isobel Aguirre (Earth-616)
7860,Lee Broder (Earth-616)
7861,Malik Shippinsky (Earth-616)
7862,Marcus Arlington III (Earth-616)
7863,Mary Purcell (Earth-616)
7864,Rapture (Sister Joy) (Earth-616)
7865,Roberta (Earth-982)
7866,Saboteur (Earth-616)
7867,Saint Cyrus Leviticus (Earth-616)
7868,Smokescreen (Earth-616)
7869,Spikey (Earth-616)
7870,Zona (Deviant) (Earth-616)
7871,Alasdhair Kinross (Earth-616)
7872,Armageddon Man (Earth-616)
7873,Betsy Schneider (Earth-616)
7874,Coil (Earth-616)
7875,Ejulp (Earth-616)
7876,Emma Tolliver (Earth-616)
7877,Gyre (Twisted Sisters) (Earth-616)
7878,Harley Traynor (Earth-616)
7879,Helix (Negative Zone) (Earth-616)
7880,Marion Sofen (Earth-616)
7881,Mendicus (Earth-616)
7882,Nightwind (Rising Sons) (Earth-616)
7883,Reno (France) (Earth-616)
7884,Ringlet (Earth-616)
7885,Sekmeht Conoway (Earth-616)
7886,Shirow Ishihara (Earth-616)
7887,Spoilsport (Earth-616)
7888,Thomas Philip Moreau (Earth-616)
7889,Totem (Mannite) (Earth-616)
7890,Amazon (S.H.E.) (Earth-616)
7891,Arvak (Earth-616)
7892,Autumn MacRae (Earth-616)
7893,Avios (Earth-616)
7894,Barracuda (Heavy Mettle) (Earth-616)
7895,Beldame (Earth-616)
7896,Belize Marceaux (Earth-616)
7897,Bloody Bess (Earth-616)
7898,Cache (Earth-616)
7899,Delphos (Earth-616)
7900,Elysia (Earth-616)
7901,Fletcher Traynor (Earth-616)
7902,Francis Smith (Earth-616)
7903,Jack Farley (Earth-616)
7904,Jacob Shaw (Earth-616)
7905,Jaeger (Earth-616)
7906,Joan Eaton (Earth-616)
7907,Kenny Kramer (Earth-616)
7908,Liberty Girl (Beverly) (Earth-616)
7909,Lightning Fist (Earth-616)
7910,Lucy Ryker (Earth-616)
7911,Mzungu (Earth-616)
7912,Ogre (Wicked Brigade) (Earth-616)
7913,Peliali (Earth-616)
7914,Pentigaar (Earth-616)
7915,Rand (Earth-616)
7916,Randall Shire (Earth-616)
7917,Razor Wire (Earth-616)
7918,Rouler Marceaux (Earth-616)
7919,Sanguine (Earth-616)
7920,Sayuri Kyota (Earth-616)
7921,Sea Dogs
7922,Shakati (Earth-616)
7923,Stronghold (Heavy Mettle) (Earth-616)
7924,Sun Tao (Earth-616)
7925,Ten-Thirtifor (Earth-616)
7926,Weisse Kreuz (Earth-616)
7927,William Knoblach (Earth-616)
7928,Yoshida (Gauntlet member) (Earth-616)
7929,Zuhn (Earth-616)
7930,A (Earth-616)
7931,Bryson Bale (Earth-616)
7932,Burning Puddle (Earth-616)
7933,Burstarr (Earth-616)
7934,Callie (James puppy) (Earth-616)
7935,Catherine Saccharine (Earth-616)
7936,Double Helix (Earth-616)
7937,Dulpus (Earth-616)
7938,Gina Anderson (Earth-616)
7939,Harmony (Mutant) (Earth-616)
7940,Hope (London Morlock) (Earth-616)
7941,Katie Sawyer (Earth-616)
7942,Kenneth Tennyson (Earth-616)
7943,Kofi Annan (Earth-616)
7944,Malcolm Reeves (Earth-616)
7945,Mickey Tork (Earth-616)
7946,Misses Hopkins (Earth-616)
7947,Molly Stanwick (Earth-616)
7948,Paco Perez (Earth-616)
7949,Smoke (Earth-616)
7950,Succubus (Earth-616)
7951,T (Earth-616)
7952,Tom Morgan (Earth-616)
7953,Aaron Rosenberg (Earth-616)
7954,Cookie Malone (Earth-616)
7955,Danny Zucco (Earth-616)
7956,Dogma (Earth-616)
7957,Driver (Earth-616)
7958,Eric Bondi (Earth-616)
7959,Gabriel (Angel) (Earth-616)
7960,Gary Walsh (Earth-616)
7961,Gremlin (Synthozoid) (Earth-616)
7962,Gro (Earth-616)
7963,Henry Dobbs (Earth-616)
7964,Jack Mead (Earth-616)
7965,Jeffrey Holloway (Earth-616)
7966,Jesse Metuchen (Earth-616)
7967,Jun Ho Kim (Earth-616)
7968,Lubyev (Earth-616)
7969,Martin Hanover (Earth-616)
7970,Mr. Ingersol (Earth-616)
7971,Mr. Rosenthal (Earth-616)
7972,Neosaurus (Earth-616)
7973,Orbit (O-Force) (Earth-616)
7974,Overkill (O-Force) (Earth-616)
7975,Papahanau-Moku (Earth-616)
7976,Paul Swanson (Earth-616)
7977,Pauline Shimizu (Earth-616)
7978,Petra (Black Widow) (Earth-616)
7979,Pyotr Vasilievich Starkovsky (Earth-616)
7980,Robinson Knight (Earth-616)
7981,Rot (Earth-616)
7982,Simon Benes (Earth-616)
7983,Skullbuster (female Reaver) (Earth-616)
7984,Sondra Burgos (Earth-616)
7985,Staak (Earth-616)
7986,Stuart Welles (Earth-616)
7987,Supreme Pontiff (Earth-616)
7988,Wright (Earth-616)
7989,Zippo (Earth-616)
7990,Bad Guy (Earth-616)
7991,Bailey Mathius (Earth-616)
7992,Brad Bentley (Earth-616)
7993,Damon Larsen (Earth-616)
7994,Daniel Axum (Earth-616)
7995,Edward Brecker (Earth-616)
7996,Erik Lonnroth (Earth-616)
7997,Evangelina Rivera (Earth-616)
7998,Homer Tully (Earth-616)
7999,Jen Baker (Earth-616)
8000,Larry Pitts (Earth-616)
8001,Lucy Braddock (Earth-616)
8002,Magnus (Earth-616)
8003,Marylin (Mutant) (Earth-616)
8004,Mister Code (Earth-616)
8005,Prudence Leighton (Earth-616)
8006,Razorhead (Earth-616)
8007,Senschi (Earth-616)
8008,Shiva Nataraja (Earth-616)
8009,Uber-Machine (Earth-616)
8010,Zebra Daddy (Earth-616)
8011,Appraiser (Earth-616)
8012,Carol Campbell (Earth-616)
8013,Carrie (Earth-616)
8014,Clarence Ward (Earth-616)
8015,Crimson Dynamo IX (Earth-616)
8016,Daniel Jermain (Earth-616)
8017,Franz (DermaFree) (Earth-616)
8018,Fukuko (Earth-616)
8019,Hans (DermaFree) (Earth-616)
8020,Hans (Sinister) (Earth-616)
8021,Hobgoblin V (Earth-616)
8022,Ichiro (Earth-616)
8023,Jean-Claude Lauziere (Earth-616)
8024,Joey Chambers (Earth-616)
8025,Kalyx (Earth-616)
8026,Lefty (Earth-616)
8027,Leo Zelinsky (Earth-616)
8028,Lonnie Shakespeare (Earth-616)
8029,Luc (Earth-616)
8030,Michiyo Watanabe (Earth-616)
8031,Mikhail Smerdyakov (Earth-616)
8032,Mitya Smerdyakov (Earth-616)
8033,Moloka Dar (Earth-616)
8034,Noah van Helsing (Earth-616)
8035,Ralf (DermaFree guinea pig) (Earth-616)
8036,Raymond Keyes (Earth-616)
8037,Rita (Waitress) (Earth-616)
8038,Rojas (Earth-616)
8039,Sasha (Earth-616)
8040,Stringer (Earth-616)
8041,Sylvette Lauziere (Earth-616)
8042,Tarquin Berdeaux (Earth-616)
8043,Terri Kidder (Earth-616)
