,name,ID,HAIR
5931,Two-Headed Thing (Earth-616),Secret Identity,
5932,Bill (Security Guard) (Earth-616),No Dual Identity,Brown Hair
5933,Kulla (Earth-616),Public Identity,Black Hair
5934,Lawrence Zaxton (Earth-616),Secret Identity,Black Hair
5935,Red Barbarian (Earth-616),Secret Identity,Brown Hair
5936,"Agnar, King of the Eagles (Earth-616)",,
5937,Ape (Old West) (Earth-616),Public Identity,Brown Hair
5938,Colossus (Vegan) (Earth-616),Secret Identity,Brown Hair
5939,House of Shadows (Earth-616),Secret Identity,
5940,Judge Lewis (Earth-616),,Grey Hair
5941,Lee Portman (Earth-616),Public Identity,Brown Hair
5942,Morrat (Earth-616),Public Identity,No Hair
5943,Zota of Pergamum (Earth-616),,Bald
5944,Bernard Harris (Earth-616),,Brown Hair
5945,Celia Rawlings (Earth-616),,
5946,Demon (Witch Doctor) (Earth-616),,
5947,Farley Stillwell (Earth-616),Public Identity,Brown Hair
5948,Frank Smith (Earth-616),Secret Identity,Black Hair
5949,General Wo (Earth-616),Secret Identity,Black Hair
5950,Joe (Cameraman) (Earth-616),Public Identity,Red Hair
5951,Joseph Conroy (Earth-616),Secret Identity,
5952,Richard Uberhart (Earth-616),Public Identity,Blond Hair
5953,Kukulkan (Earth-616),,Variable Hair
5954,Max Young (Earth-616),Public Identity,
5955,Ramon Dantas (Earth-616),,
5956,Robert Plunder (Earth-616),Public Identity,Black Hair
5957,Seidring (Earth-616),,
5958,Tazza (Earth-616),,Black Hair
5959,Timmy (Earth-616),Public Identity,Black Hair
5960,Toloc (Earth-616),,
5961,Ed McMahon (Earth-616),Public Identity,Brown Hair
5962,Jim Morita (Earth-616),,Black Hair
5963,Jinni (Earth-616),,Black Hair
5964,Rolfe Harrison (Earth-616),,
5965,Sam (US Army) (Earth-616),Public Identity,
5966,Ultrana (Earth-616),,White Hair
5967,Agon (Earth-616),No Dual Identity,Black Hair
5968,Biggie Benson (Earth-616),No Dual Identity,
5969,Commander Morton (Earth-616),Public Identity,
5970,Jonathan East (Earth-616),Secret Identity,White Hair
5971,Toag (Earth-616),,
5972,Dynorr (Earth-616),Public Identity,No Hair
5973,Invincible Robot (Earth-616),,No Hair
5974,Kormok (Earth-616),No Dual Identity,Black Hair
5975,Mama Fury (Earth-616),,White Hair
5976,Man-Slayer (Earth-616),Public Identity,No Hair
5977,Marty (Driver) (Earth-616),Public Identity,Black Hair
5978,Bart Dietzel (Earth-616),,Brown Hair
5979,Crypto-Man (Earth-616),Public Identity,
5980,Dan Dunn (Earth-616),,Blond Hair
5981,Montague Hale (Earth-616),,Black Hair
5982,Toru Tarakoto (Earth-616),Secret Identity,Black Hair
5983,Godfried Herter (Earth-616),Secret Identity,Grey Hair
5984,Infinity (Odin) (Earth-616),No Dual Identity,
5985,Roger Phillips (Earth-616),Secret Identity,Strawberry Blond Hair
5986,Roscoe (San Francisco) (Earth-616),Public Identity,Black Hair
5987,Silent One (Earth-616),,
5988,Xeron the Starslayer (Earth-616),Secret Identity,
5989,Benjamin Savannah (Earth-616),No Dual Identity,White Hair
5990,Carl Maddicks (Earth-616),Public Identity,
5991,Ebora (Earth-616),,
5992,Gadget (Earth-616),Secret Identity,
5993,Katsuo Sasaki (Earth-616),Secret Identity,
5994,Wilma Calvin (Earth-616),,White Hair
5995,Aelfric (Earth-616),Secret Identity,
5996,Aloysius Vault (Earth-616),,Black Hair
5997,Black Mariah (Earth-616),Secret Identity,Black Hair
5998,Bride of Frankenstein (Earth-616),Secret Identity,Black Hair
5999,Charles LeJeune (Earth-616),Public Identity,Grey Hair
6000,Christine Murrow (Earth-616),Public Identity,Strawberry Blond Hair
6001,Dragonus (Earth-616),,
6002,Ludi (Earth-616),Secret Identity,Grey Hair
6003,Madoxx (Earth-616),Public Identity,White Hair
6004,Mister Six (Earth-616),Secret Identity,
6005,Mongu (Earth-616),No Dual Identity,Brown Hair
6006,Mordecai Jones (Earth-616),,Black Hair
6007,Murdoch Adams (Earth-616),,Blond Hair
6008,Nimrod (Vampire) (Earth-616),Secret Identity,Black Hair
6009,Ramon Garcia (Earth-616),Public Identity,Brown Hair
6010,Ree-Zee (Earth-616),Secret Identity,No Hair
6011,Robert Landers (Earth-616),Public Identity,
6012,Thomas Thunderhead (Earth-616),Secret Identity,Black Hair
6013,Tryx (Earth-616),No Dual Identity,Brown Hair
6014,Virago (Earth-616),,Green Hair
6015,Vlad Tepulus (Earth-616),Public Identity,
6016,Zartra (Atlantean) (Earth-616),Public Identity,Auburn Hair
6017,Alvin Denton (Earth-616),No Dual Identity,Brown Hair
6018,Avalon (Caretaker) (Earth-616),No Dual Identity,
6019,Ayla Prentiss (Earth-616),No Dual Identity,Blond Hair
6020,Celestia Denton (Earth-616),,
6021,Cornell Cottonmouth (Earth-616),Secret Identity,Bald
6022,Czar-Doon (Earth-616),Public Identity,No Hair
6023,David Eshcol (Earth-616),No Dual Identity,
6024,FAUST (Fully Automated Unit of Structural Technology) (Earth-616),Secret Identity,
6025,Ikthalon (Earth-616),Secret Identity,No Hair
6026,James Sinoda (Earth-616),Secret Identity,
6027,Jason Adamson (Earth-616),,
6028,Krowtanem (Earth-616),,
6029,Lenore Frankenstein (Earth-616),Public Identity,
6030,Loc Do (Earth-616),Public Identity,Black Hair
6031,Loralee Tate (Earth-616),No Dual Identity,
6032,Maxwell Plumm (Earth-616),,Brown Hair
6033,Papa Shorty (Earth-616),Secret Identity,Black Hair
6034,Protector (Rhunian Android) (Earth-616),No Dual Identity,No Hair
6035,Rachel Dandridge (Earth-616),Public Identity,Black Hair
6036,Rebecca Adamson (Earth-616),,
6037,Sinbad (Earth-616),,Black Hair
6038,Sybil Mills (Earth-616),Public Identity,
6039,Victoria Wingate Hellstrom (Earth-616),No Dual Identity,Brown Hair
6040,Wayne Logan (Earth-616),,
6041,William Roberts (Earth-616),,Black Hair
6042,Yolinda (Earth-616),No Dual Identity,Blond Hair
6043,Berserker (Android) (Earth-616),,
6044,Dorrek (Earth-616),No Dual Identity,No Hair
6045,Droog (Earth-616),,No Hair
6046,Fer-Porr (Earth-616),,Brown Hair
6047,Garko (Earth-616),Secret Identity,Brown Hair
6048,Garth (Other Realm) (Earth-616),No Dual Identity,Blond Hair
6049,Geb (Earth-616),No Dual Identity,
6050,Gorjoon (Other Realm) (Earth-616),No Dual Identity,Brown Hair
6051,Indigo (ICON) (Earth-616),Secret Identity,
6052,Jeff Cochren (Earth-616),,Black Hair
6053,Juno (Earth-616),No Dual Identity,Bald
6054,Khordes (Earth-616),Public Identity,
6055,Kirov Petrovna (Earth-616),,Black Hair
6056,Lambert (Other Realm) (Earth-616),No Dual Identity,White Hair
6057,Lazarus (Earth-616),Secret Identity,White Hair
6058,Michael Stivak (Earth-616),Secret Identity,Grey Hair
6059,Mister Carpenter (Earth-616),,Black Hair
6060,Musenda (Earth-616),No Dual Identity,Black Hair
6061,"Nick Lewis, Jr. (Earth-616)",Secret Identity,Black Hair
6062,Raphael Zoran (Earth-616),Secret Identity,Brown Hair
6063,Rebecca Rainbow (Earth-616),Public Identity,Black Hair
6064,Shabby Allus (Earth-616),No Dual Identity,
6065,Sro-Himm (Earth-616),,Bald
6066,Werner Schmidt (ICON) (Earth-616),Secret Identity,Black Hair
6067,Alexi Bruskin (Earth-616),No Dual Identity,Black Hair
6068,Arthur Winslow (Earth-616),,
6069,Bambi (Earth-616),No Dual Identity,
6070,Basilisk (Demon) (Earth-616),,
6071,Brother Inquisitor (Earth-616),Secret Identity,
6072,Bun-Dall (Earth-616),No Dual Identity,Bald
6073,Burning Snake (Earth-616),,
6074,Dale West (Earth-616),No Dual Identity,Red Hair
6075,Filippo Ayala (Earth-616),No Dual Identity,
6076,Fred Hovel (Earth-616),Secret Identity,Black Hair
6077,Geoffrey Ballard (Earth-616),,Black Hair
6078,Gingerbread Man (Earth-616),Secret Identity,
6079,Goat-Child (Earth-616),,
6080,Herbert Bell (Earth-616),No Dual Identity,Black Hair
6081,Herbert Griswold (Earth-616),,White Hair
6082,Hesperus Chadwick (Earth-616),No Dual Identity,Black Hair
6083,Jacob Pollock (Earth-616),No Dual Identity,
6084,Joon Moon Yuc (Earth-616),No Dual Identity,Black Hair
6085,Lancelot (Iron Fist Ally) (Earth-616),Public Identity,Black Hair
6086,Mason Harding (Earth-616),No Dual Identity,Grey Hair
6087,Matilda von Tromp (Earth-616),Secret Identity,Red Hair
6088,Morton Kribbee (Earth-616),Secret Identity,Blond Hair
6089,Nestor Ayala (Earth-616),No Dual Identity,
6090,Olivier Bedwette (Earth-616),Secret Identity,Black Hair
6091,Ren\u00e9 Duquesne (Earth-616),Secret Identity,
6092,Sandy York (Earth-616),No Dual Identity,Blond Hair
6093,Scrounger (Earth-616),Secret Identity,Black Hair
6094,Slitherogue (Earth-616),,Black Hair
6095,Tandy Snow (Earth-616),,Black Hair
6096,Victor Cochran (Earth-616),Secret Identity,Black Hair
6097,Vira (Tode) (Earth-616),No Dual Identity,
6098,Abel Stack (Earth-616),No Dual Identity,Brown Hair
6099,Burgundy (Power Man Ally) (Earth-616),,Black Hair
6100,Capricorn (LMD) (Earth-616),Secret Identity,
6101,Charles Delazny Sr. (Earth-616),,Black Hair
6102,Fee-Lon (Earth-616),Public Identity,Brown Hair
6103,Jakarra (Earth-616),Secret Identity,Bald
6104,Judy Parks (Earth-616),,
6105,Kur (Earth-616),,
6106,Lynn Anderson (Earth-616),,
6107,Pisces (Female LMD) (Earth-616),,Blond Hair
6108,Pisces (LMD) (Earth-616),Secret Identity,Blond Hair
6109,Zarin (Eternal) (Earth-616),Secret Identity,
6110,Zirksu (Earth-616),Secret Identity,No Hair
6111,Con Ticci Viracocha (Earth-616),Secret Identity,
6112,Eugene Everett (Earth-616),,Black Hair
6113,Factor-X (Earth-616),,
6114,Jason Beere (Earth-616),,Brown Hair
6115,Joshua Itobo (Earth-616),Public Identity,Black Hair
6116,Khanata (Earth-616),Public Identity,Black Hair
6117,Kogar (Earth-616),Secret Identity,Black Hair
6118,Krollar (Earth-616),,No Hair
6119,Lord Gaea (Earth-616),,No Hair
6120,Miles Brickman (Earth-616),Public Identity,Black Hair
6121,Phillip Garcia (Earth-616),Public Identity,Black Hair
6122,Rhiahn (Earth-616),,
6123,Tabur (Earth-616),Secret Identity,
6124,Alfeo Spinosa (Earth-616),,Black Hair
6125,Eyekillers (Earth-616),Secret Identity,
6126,Odysseus (Earth-616),,Brown Hair
6127,Pamela Quinn (Earth-616),Public Identity,Blond Hair
6128,Patroclus (Earth-616),Public Identity,Blond Hair
6129,Tisha Scarabeus (Earth-616),Public Identity,
6130,Vassily Khandruvitch (Earth-616),No Dual Identity,Grey Hair
6131,Watoomb (Earth-616),,No Hair
6132,"William Evans, Jr. (Earth-616)",Public Identity,Black Hair
6133,Azaziah (Earth-616),Secret Identity,White Hair
6134,Dominic Tyrone (Earth-616),Secret Identity,Black Hair
6135,Fasolt (Earth-616),,Black Hair
6136,Hestia (Earth-616),Secret Identity,Blond Hair
6137,Itzamna (Earth-616),,
6138,Jack Wordman (Earth-616),Public Identity,Grey Hair
6139,Lorenzo Jacobi (Earth-616),Public Identity,Grey Hair
6140,Morgan Hardy (Earth-616),Secret Identity,
6141,Narda Ravanna (Earth-616),Public Identity,Brown Hair
6142,Shialmar (Earth-616),,Black Hair
6143,Solace (Earth-616),,
6144,Sylvester Marston (Earth-616),Public Identity,Black Hair
6145,Tran Coy Manh (Earth-616),,Black Hair
6146,Ukko (Earth-616),,
6147,Wartstaff (Earth-616),,
6148,Annie Richardson (Earth-616),No Dual Identity,Brown Hair
6149,Anton Mogart (Earth-616),,Black Hair
6150,Arlok (Earth-616),No Dual Identity,Black Hair
6151,Astra (Spaceknight) (Earth-616),Secret Identity,
6152,Battleaxe (Earth-616),No Dual Identity,
6153,Emma Burstein (Earth-616),Public Identity,White Hair
6154,Grotto (Earth-616),Public Identity,
6155,Hammerhand (Spaceknights) (Earth-616),,
6156,Heinrich Krowler (Earth-616),Public Identity,Bald
6157,Kilgore Slaughter (Earth-616),,Blond Hair
6158,Leanne (Earth-616),Public Identity,Brown Hair
6159,McMurdo (Earth-616),,White Hair
6160,Megan Daemon (Earth-616),,Blond Hair
6161,Piotr Phobos (Earth-616),Public Identity,Grey Hair
6162,Ralf (Earth-616),,
6163,Randolph Cherryh (Earth-616),Public Identity,
6164,Sentinels Mk IV (Earth-616),No Dual Identity,No Hair
6165,Shade (Gangster) (Earth-616),Secret Identity,Black Hair
6166,Zira (Earth-616),No Dual Identity,Brown Hair
6167,Claw (Chaste) (Earth-616),Secret Identity,
6168,Flame (Chaste) (Earth-616),,
6169,Georgianna Castleberry (Earth-616),Public Identity,Black Hair
6170,Lord Samedar (Earth-616),Public Identity,
6171,Napier Sutton (Earth-616),,Black Hair
6172,Nimrod Strange (Earth-616),,Black Hair
6173,Noburu-Hideki (Earth-616),,Black Hair
6174,Petunia Grimm (Earth-616),Public Identity,Black Hair
6175,Ramsey Kole (Earth-616),Secret Identity,Black Hair
6176,Samuel Bernstein (Earth-616),Public Identity,Black Hair
6177,Shango (Earth-616),,Black Hair
6178,Simon Marshall (Earth-616),Public Identity,Blond Hair
6179,Wraith High Witch (Earth-616),Secret Identity,Grey Hair
6180,Axe (Mutant) (Earth-616),,Brown Hair
6181,Daniel Grimm Jr. (Earth-616),,Brown Hair
6182,Gladys Smallwood (Earth-616),Secret Identity,
6183,Kono Sanada (Earth-616),Public Identity,Black Hair
6184,Raleigh Halward (Earth-616),Secret Identity,
6185,Alma Chalmers (Earth-616),,Grey Hair
6186,Freddie Stanachek (Earth-616),Public Identity,Brown Hair
6187,Gretl Anders (Earth-616),Public Identity,Red Hair
6188,Hugo Longride (Earth-616),Public Identity,Grey Hair
6189,Idiot (Earth-616),,
6190,Isabel St. Ives (Earth-616),Secret Identity,Strawberry Blond Hair
6191,Jacqueline Trufaut (Earth-616),Public Identity,Blond Hair
6192,Janet McEntee (Earth-616),,
6193,Kate (Heartbreak Hotel) (Earth-616),,
6194,Malachon (Earth-616),,
6195,Marge Smith (Earth-616),,
6196,Max Hammer (Earth-616),Public Identity,White Hair
6197,Melissa Bowen (Earth-616),Public Identity,Red Hair
6198,Peg Lonestar (Earth-616),,
6199,Raymonde Belmonde (Earth-616),,Brown Hair
6200,Shakkoth (Earth-616),Public Identity,Black Hair
6201,Shumai (Earth-616),Public Identity,Black Hair
6202,Smythe (Contraxia) (Earth-616),Secret Identity,Black Hair
6203,White Light (Earth-616),,Black Hair
6204,Zachary Drebb (Earth-616),Secret Identity,Brown Hair
6205,Bernard Finn (Earth-616),No Dual Identity,Grey Hair
6206,Bull of Crete (Earth-616),,Brown Hair
6207,Carl Weatherby (Earth-616),Public Identity,Blond Hair
6208,Charles Anderson (Earth-616),Public Identity,
6209,Cherub Whirlwind (Earth-616),Secret Identity,No Hair
6210,Derwyddon (Earth-616),,
6211,Dyvyne (Earth-616),Public Identity,No Hair
6212,Honcho (Vulturions) (Earth-616),Public Identity,White Hair
6213,Jubilee (Darla) (Earth-616),,
6214,Karygmax (Earth-616),Secret Identity,Black Hair
6215,Snitch (Butch) (Earth-616),Secret Identity,
6216,Stewart Cadwall (Earth-616),Secret Identity,Brown Hair
6217,Tanaraq (Earth-616),Public Identity,White Hair
6218,Bhadsha (Earth-616),Secret Identity,No Hair
6219,Carolyn Parmentor (Earth-616),Public Identity,Brown Hair
6220,Chastity McBryde (Earth-616),Public Identity,Blond Hair
6221,Dianne Bellamy (Earth-616),,
6222,Dominor (Earth-616),,
6223,Enitharmon (Earth-616),,No Hair
6224,Greensong (Earth-616),,No Hair
6225,Hadj (Earth-616),Secret Identity,No Hair
6226,Hagen (Earth-616),Public Identity,Black Hair
6227,Lois (Earth-616),Public Identity,Red Hair
6228,Marandi Sjorokker (Earth-616),,Blond Hair
6229,Red Zeppelin (Earth-616),,Black Hair
6230,Richard Rennsalaer (Earth-616),Public Identity,
6231,Tommy (Morlock) (Earth-616),Secret Identity,Blue Hair
6232,Uglitha (Earth-616),,
6233,Wesley (Earth-616),Public Identity,
6234,Yiorgos Krallis (Earth-616),Secret Identity,
6235,Anthony Zerbe (Earth-616),,Blond Hair
6236,Arthur Van Krijg (Earth-616),Secret Identity,Black Hair
6237,Bahkt (Earth-616),Secret Identity,Black Hair
6238,Blasting Cap (Earth-616),Secret Identity,Red Hair
6239,Bludgeon (UCWF) (Earth-616),Secret Identity,Bald
6240,Butte (Earth-616),Secret Identity,
6241,Cactus (Earth-616),,
6242,Charlemagne (Earth-616),No Dual Identity,Auburn Hair
6243,Crazy Legs (Earth-616),Secret Identity,Brown Hair
6244,Esme Fernando (Earth-616),Secret Identity,Black Hair
6245,Grendell (Dark Elf) (Earth-616),Secret Identity,
6246,Mark Diering (Earth-616),Secret Identity,Brown Hair
6247,Razor Cut (Earth-616),Secret Identity,Black Hair
6248,Ripan (Earth-616),Public Identity,
6249,Willem Vincent (Earth-616),Secret Identity,Red Hair
6250,Ammo (Earth-616),,Black Hair
6251,Burnatt (Earth-616),,
6252,Caleb Walker (Earth-616),Public Identity,
6253,Dillon Zarro (Earth-616),Secret Identity,Brown Hair
6254,Emily Walker (Earth-616),Public Identity,
6255,Ginny Edwards (Earth-616),Public Identity,Black Hair
6256,Gloria Garsen (Earth-616),Public Identity,Blond Hair
6257,Hannah Conover (Earth-616),Public Identity,Blond Hair
6258,Josey Thomas (Earth-616),,Black Hair
6259,Peter (Nereel) (Earth-616),Secret Identity,Black Hair
6260,Rick Shea (Earth-616),Secret Identity,
6261,Tension (Earth-616),Secret Identity,Brown Hair
6262,Valdor (Earth-616),Public Identity,Red Hair
6263,Veronica Langkowski (Earth-616),Public Identity,Brown Hair
6264,Wild Rose (Earth-616),Secret Identity,Black Hair
6265,Agrom (Earth-616),No Dual Identity,Black Hair
6266,Chang (Landau Luckman and Lake) (Earth-616),,White Hair
6267,Dafydd ap Iowerth (Earth-616),Public Identity,Black Hair
6268,Eugene van der Merwe (Earth-616),Public Identity,
6269,Iris Green (Earth-616),,Black Hair
6270,Mikhail Gorbachev (Earth-616),Public Identity,White Hair
6271,Nikoh (Earth-616),Public Identity,No Hair
6272,Ophelia Jones (Earth-616),Public Identity,
6273,Phay (Earth-616),,
6274,Phough (Earth-616),,
6275,Phumm (Earth-616),,Brown Hair
6276,Raymond Trask (Earth-616),,Brown Hair
6277,That Which Endures (Earth-616),Secret Identity,No Hair
6278,Vlon (Earth-616),Public Identity,Black Hair
6279,Wilghe (Earth-616),Public Identity,Grey Hair
6280,Black Light (Earth-616),Secret Identity,White Hair
6281,Blue Celestial (Earth-616),,
6282,Clayton Burr (Earth-616),,
6283,Crimson (Earth-616),Secret Identity,Blond Hair
6284,Dai Kumo (Earth-616),,No Hair
6285,Danika Trevani (Earth-616),Public Identity,Blond Hair
6286,Ditmal Pirvat (Earth-616),Secret Identity,Black Hair
6287,Emmaline Watanabe (Earth-616),Public Identity,Black Hair
6288,Fred Bouting (Earth-616),Secret Identity,Black Hair
6289,Gordon Campbell (Earth-616),,
6290,Hump (Earth-616),Secret Identity,Green Hair
6291,Ian Wajler (Earth-616),,Brown Hair
6292,Kingsize (Earth-616),Secret Identity,
6293,Madame Reneau (Earth-616),Public Identity,Black Hair
6294,Marty Smith (Earth-616),,
6295,Merrick (Earth-616),,
6296,Sagbata (Earth-616),Secret Identity,White Hair
6297,Target (Earth-616),,Blond Hair
6298,Tracy Collins (Earth-616),Public Identity,
6299,Watcher of the Calishee (Earth-616),Secret Identity,No Hair
6300,White Noise (Earth-616),Public Identity,White Hair
6301,Aleksey Lebedev (Earth-616),Secret Identity,Brown Hair
6302,Axl Nacht (Earth-616),Secret Identity,Blond Hair
6303,Charles Blackwater (Earth-616),Secret Identity,
6304,Chester Goudal (Earth-616),,Red Hair
6305,Christine Harris (Earth-616),Public Identity,
6306,Daemian Wainscroft (Earth-616),Public Identity,White Hair
6307,Derrick Wainscroft (Earth-616),Secret Identity,Blond Hair
6308,Elmar Radd (Earth-616),Public Identity,Brown Hair
6309,Fath (Earth-616),Public Identity,No Hair
6310,Harry Tabeshaw (Earth-616),Public Identity,Black Hair
6311,Hiro (Cyburai) (Earth-616),,Black Hair
6312,Jartran Radd (Earth-616),Public Identity,Bald
6313,Jim Sharp (Earth-616),Public Identity,Black Hair
6314,Jocko (Earth-616),,
6315,Laura Lipton (Earth-616),Public Identity,Brown Hair
6316,Leslie Anne Shappe (Earth-616),Public Identity,Brown Hair
6317,Michael Shauneghann (Earth-616),Public Identity,Black Hair
6318,Mlima (Earth-616),Public Identity,
6319,Mysteria Winters (Earth-616),Secret Identity,Blond Hair
6320,Omar Barrenos (Earth-616),Public Identity,Brown Hair
6321,Phobos (Earth-616),,
6322,Renee Fuanaro (Earth-616),Public Identity,Brown Hair
6323,Sally (Earth-616),,
6324,Simon Halloway (Earth-616),Public Identity,
6325,Steven Partridge (Earth-616),Public Identity,White Hair
6326,Steven Shaffran (Earth-616),Secret Identity,Brown Hair
6327,Zahnmorder (Earth-616),Secret Identity,Bald
6328,Alexander Ryking (Earth-616),,
6329,Baldrick (Earth-616),,
6330,Beelzeboul (Earth-616),Secret Identity,Black Hair
6331,Benjamin Grimm (Doppelganger) (Earth-616),,
6332,Combat (Earth-616),Secret Identity,Black Hair
6333,George Blair (Earth-616),Secret Identity,Purple Hair
6334,Hardball (Imperial Guard) (Earth-616),Secret Identity,No Hair
6335,Host (D.O.A.) (Earth-616),Secret Identity,
6336,Joshua Wirtham (Earth-616),Public Identity,
6337,Katherine Petrezyn (Earth-616),Secret Identity,Black Hair
6338,Kevin Leonardo (Earth-616),Secret Identity,No Hair
6339,Lawrence Paxton (Earth-616),Secret Identity,Red Hair
6340,Lorne Quickfall (Earth-616),Secret Identity,Black Hair
6341,Lupe (Werewolf) (Earth-616),Secret Identity,Black Hair
6342,Marilyn Maycroft (Earth-616),Secret Identity,Brown Hair
6343,Melinda Brewer (Earth-616),Public Identity,Red Hair
6344,Miyami (Earth-616),Public Identity,Black Hair
6345,Philip Roth (Earth-616),Secret Identity,
6346,Raa (Earth-616),,Blond Hair
6347,Rachel Dreyfuss (Earth-616),Public Identity,Red Hair
6348,Rekrab (Earth-616),Public Identity,Brown Hair
6349,Richard Yurocko (Earth-616),Secret Identity,Blond Hair
6350,Sadae Tsumura (Earth-616),Secret Identity,Pink Hair
6351,Samantha Bryant (Earth-616),No Dual Identity,Red Hair
6352,Stephen Strange (Counter-Earth) (Earth-616),,Black Hair
6353,Strontium-90 (Earth-616),Secret Identity,Brown Hair
6354,Super-Ego (Earth-616),Secret Identity,No Hair
6355,Tequila (Earth-616),Secret Identity,Black Hair
6356,Tess Walker (Earth-616),,Blond Hair
6357,Thaddeus Paine (Earth-616),Public Identity,Grey Hair
6358,Thommanom (Earth-616),Secret Identity,No Hair
6359,Abadon (Earth-616),,Brown Hair
6360,Adrian Lynn (Earth-616),Secret Identity,
6361,Alison Kane (Earth-616),,
6362,Ambassador (Earth-616),Secret Identity,Brown Hair
6363,Amie Zamborano (Earth-616),Secret Identity,Black Hair
6364,Anastasia Summit (Earth-616),Secret Identity,Red Hair
6365,Arnold Coltrane (Earth-616),,Brown Hair
6366,Automaton (Earth-616),Secret Identity,No Hair
6367,Banzai (Earth-616),Secret Identity,Black Hair
6368,Bernard Scudder (Earth-616),No Dual Identity,Brown Hair
6369,Carl Brock (Earth-616),Public Identity,
6370,Carver (Earth-616),Secret Identity,
6371,Christina Valentino (Earth-616),Public Identity,Red Hair
6372,Cord Mather (Earth-616),,
6373,Dilbert Trilby (Earth-616),Public Identity,Black Hair
6374,Elias Hargrove (Earth-616),Public Identity,Brown Hair
6375,Emma Malone (Earth-616),Secret Identity,White Hair
6376,Fetish (Coven) (Earth-616),Secret Identity,Black Hair
6377,Firestryke (Earth-616),Secret Identity,Black Hair
6378,Frank Bigelow (Earth-616),Public Identity,Black Hair
6379,Goodfellow (Earth-616),,Green Hair
6380,Gray Russell (Earth-616),Secret Identity,Brown Hair
6381,Grimbat (Earth-616),Secret Identity,No Hair
6382,Hrinmeer (Earth-616),Public Identity,Blond Hair
6383,Jack Smithers (Earth-616),Secret Identity,Grey Hair
6384,James David (Earth-616),,Black Hair
6385,Judicator (Earth-616),,Red Hair
6386,Keith Chandler (Earth-616),Public Identity,Red Hair
6387,Khairi Ngala (Earth-616),Secret Identity,Grey Hair
6388,Lars Dinkelbach (Earth-616),Secret Identity,Blond Hair
6389,Leviathan (smuggler) (Earth-616),Secret Identity,
6390,Nanali (Earth-616),,Black Hair
6391,Oonagh Mullarkey (Plasmer) (Earth-616),Secret Identity,Black Hair
6392,Orville Nugent (Earth-616),,Brown Hair
6393,Prime Evil (Earth-616),Secret Identity,
6394,Ray Chandler (Earth-616),Public Identity,Red Hair
6395,Robert Hagon (Earth-616),Public Identity,Black Hair
6396,Roxelana (Earth-616),Public Identity,Red Hair
6397,Rubach (Earth-616),,
6398,Sablat (Earth-616),Public Identity,Black Hair
6399,Samuel Wantling (Earth-616),Public Identity,Black Hair
6400,Satyr (Coven) (Earth-616),Secret Identity,Black Hair
6401,Shelob (Earth-616),No Dual Identity,Brown Hair
6402,Steven White (Earth-616),Secret Identity,Black Hair
6403,Stranger (Shadow Riders) (Earth-616),,
6404,Tommy (Sleeper) (Earth-616),Secret Identity,
6405,Ulysses (Pantheon) (Earth-616),Secret Identity,Brown Hair
6406,Volton (Earth-616),Secret Identity,No Hair
6407,Vorin (Earth-616),,Black Hair
6408,Warden Jzemlico (Earth-616),,
6409,Zebadiah Creed (Earth-616),Secret Identity,Brown Hair
6410,Aaron Thorne (Earth-616),No Dual Identity,Brown Hair
6411,Aloba Dastoor (Earth-616),Secret Identity,Black Hair
6412,Chu Lo Yan (Earth-616),Public Identity,Black Hair
6413,Codabac (Earth-616),Secret Identity,No Hair
6414,Fireball (Earth-616),Secret Identity,
6415,Gargantua (Earth-616),Secret Identity,Brown Hair
6416,Gravemoss (Earth-616),,Grey Hair
6417,Harvest (Maurd) (Earth-616),Secret Identity,Bald
6418,Jim Young (Earth-616),,Black Hair
6419,Kenneth Krask (Earth-616),Public Identity,Black Hair
6420,Kevin Krask (Earth-616),Public Identity,Black Hair
6421,Khult (Earth-616),,
6422,Killobyte (Lester) (Earth-616),Secret Identity,
6423,Laserworks (Earth-616),Secret Identity,
6424,Maggie (Mutant) (Earth-616),,Brown Hair
6425,Martin Dennis (Earth-616),,Black Hair
6426,Miho Mikashi (Earth-616),Secret Identity,Black Hair
6427,Pandara (Earth-616),Secret Identity,Red Hair
6428,Patriarch (Earth-616),,White Hair
6429,Phantome (Earth-616),Secret Identity,Brown Hair
6430,Prime Skrull (Earth-616),Public Identity,Green Hair
6431,Rover (Mutate) (Earth-616),Secret Identity,Grey Hair
6432,Saint van Sant (Earth-616),,White Hair
6433,Sisyphus (Earth-616),Public Identity,Bald
6434,Slaughter Boy (Earth-616),Secret Identity,Black Hair
6435,Sloane Chase (Earth-616),Public Identity,Brown Hair
6436,Tantaro (Earth-616),,
6437,Virtual ORganism\/Turing EXperiment (Earth-616),,
6438,Xaos (Earth-616),Secret Identity,
6439,Xlyym (Earth-616),,
6440,Zakaius (Earth-616),,Black Hair
6441,Barbara DeGioia (Earth-616),Secret Identity,Black Hair
6442,Beck Lockhart (Earth-616),,Blond Hair
6443,Carl Hollister (Earth-616),Secret Identity,Blond Hair
6444,Cindy Knutz (Earth-616),No Dual Identity,Auburn Hair
6445,Denise Havens (Earth-616),Secret Identity,Black Hair
6446,Edward Wong (Earth-616),Secret Identity,Black Hair
6447,Fiona Rivera (Earth-616),Secret Identity,Brown Hair
6448,Genecide (Earth-616),,Brown Hair
6449,Michio Ishimori (Earth-616),,Black Hair
6450,Sean Tully (Earth-616),Public Identity,
